timestamp,current,power_reactive,voltage,power,power_factor
2020-12-19 00:00:27,7.570303916931152,-1.107324242591858,404.878173828125,1.3797128200531006,0.7798879146575928
2020-12-19 00:00:57,8.241070747375488,-0.9489958882331848,404.2549743652344,1.6727073192596436,0.8697702884674072
2020-12-19 00:01:27,8.423661231994629,-0.9488101601600647,403.7958984375,1.7181322574615479,0.8753890991210938
2020-12-19 00:01:57,8.38411808013916,-0.9457775950431824,404.045654296875,1.71109938621521,0.8752048015594482
2020-12-19 00:02:28,8.358814239501953,-0.9486863613128662,403.65185546875,1.7010873556137085,0.8733632564544678
2020-12-19 00:02:57,17.50527000427246,2.5570380687713623,403.7158203125,3.1808412075042725,0.7793887257575989
2020-12-19 00:03:27,13.954256057739258,1.1493849754333496,404.7008972167969,3.0503621101379395,0.9357733726501465
2020-12-19 00:03:58,13.630585670471191,1.1321051120758057,402.9177551269531,2.9613029956817627,0.9340684413909912
2020-12-19 00:04:27,14.335555076599121,1.1825573444366455,402.10205078125,3.111009120941162,0.934746265411377
2020-12-19 00:04:57,14.36875057220459,1.1206783056259155,402.26751708984375,3.1458373069763184,0.9420105218887329
2020-12-19 00:05:27,13.873889923095703,1.1249897480010986,402.25396728515625,3.020214080810547,0.9371012449264526
2020-12-19 00:05:57,8.395288467407227,-0.9973882436752319,402.8826599121094,1.6789799928665161,0.8597437143325806
2020-12-19 00:06:27,8.294979095458984,-0.9890446066856384,403.0790100097656,1.657979130744934,0.8588025569915771
2020-12-19 00:06:57,7.204678535461426,-1.049943447113037,403.4449157714844,1.3102316856384277,0.7803577184677124
2020-12-19 00:07:28,7.05323600769043,-1.05370032787323,402.7281799316406,1.258957028388977,0.7668507099151611
2020-12-19 00:07:57,7.0434041023254395,-1.0529375076293945,402.7923278808594,1.2568503618240356,0.7665503025054932
2020-12-19 00:08:27,7.229448318481445,-1.0515978336334229,403.12481689453125,1.315466046333313,0.7810932397842407
2020-12-19 00:08:57,7.221709728240967,-1.0517266988754272,403.0696716308594,1.3110237121582031,0.7800241708755493
2020-12-19 00:09:28,6.759748458862305,-1.0336215496063232,403.3967590332031,1.187876582145691,0.7543900012969971
2020-12-19 00:09:57,6.968883991241455,-1.0359443426132202,403.4812927246094,1.250481128692627,0.7700725793838501
2020-12-19 00:10:27,6.979272365570068,-1.0388731956481934,403.0572814941406,1.2481966018676758,0.7686120271682739
2020-12-19 00:10:57,7.590871810913086,-1.1169239282608032,402.9166564941406,1.3688217401504517,0.7747948169708252
2020-12-19 00:11:27,6.730912685394287,-1.0334670543670654,402.42681884765625,1.1746810674667358,0.75079345703125
2020-12-19 00:11:58,7.536003112792969,-1.133737564086914,402.4364013671875,1.335269570350647,0.7622890472412109
